File,Original Document Type,Detected Document Type,Classification Status
3605848.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3605849.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3605897.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3605898.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3605899.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3605900.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3605901.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3606740.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3606861.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3607655.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3608181.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3608226.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3608227.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3608229.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3608230.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3608244.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3609293.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3609298.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3609299.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3609301.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3609792.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3609847.txt ,HospitalProgressNote ,HospitalConsultsTextFiles ,failure
3610900.txt ,HospitalProgressNote ,HospitalConsultsTextFiles ,failure
3610974.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3610975.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3610988.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3610998.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3610999.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3611000.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3612598.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3612599.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3613323.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3613324.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3613340.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3613346.txt ,HospitalProgressNote ,OfficeNotetextFiles ,failure
3613425.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3613426.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3613749.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3613754.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3613755.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3614025.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3614050.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3614154.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3614162.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3614605.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3614606.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3614607.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3614608.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3615511.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3616275.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3616285.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3616293.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3617325.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3617490.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3617491.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3617541.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3617600.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3617626.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3618545.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3436078.txt ,OfficeNote ,OfficeNotetextFiles ,success
3436218.txt ,OfficeNote ,OfficeNotetextFiles ,success
3436725.txt ,OfficeNote ,OfficeNotetextFiles ,success
3437097.txt ,OfficeNote ,OfficeNotetextFiles ,success
3437114.txt ,OfficeNote ,OfficeNotetextFiles ,success
3437189.txt ,OfficeNote ,OfficeNotetextFiles ,success
3437252.txt ,OfficeNote ,OfficeNotetextFiles ,success
3437903.txt ,OfficeNote ,OfficeNotetextFiles ,success
3437915.txt ,OfficeNote ,OfficeNotetextFiles ,success
3438455.txt ,OfficeNote ,OfficeNotetextFiles ,success
3438636.txt ,OfficeNote ,OfficeNotetextFiles ,success
3439740.txt ,OfficeNote ,OfficeNotetextFiles ,success
3440209.txt ,OfficeNote ,DME-CMN-FormTextFile ,failure
3440838.txt ,OfficeNote ,OfficeNotetextFiles ,success
3441138.txt ,OfficeNote ,OfficeNotetextFiles ,success
3441139.txt ,OfficeNote ,OfficeNotetextFiles ,success
3441444.txt ,OfficeNote ,DME-CMN-FormTextFile ,failure
3441536.txt ,OfficeNote ,OfficeNotetextFiles ,success
3441592.txt ,OfficeNote ,OfficeNotetextFiles ,success
3441710.txt ,OfficeNote ,OfficeNotetextFiles ,success
3442076.txt ,OfficeNote ,OfficeNotetextFiles ,success
3442077.txt ,OfficeNote ,OfficeNotetextFiles ,success
3442613.txt ,OfficeNote ,OfficeNotetextFiles ,success
3442645.txt ,OfficeNote ,OfficeNotetextFiles ,success
3443296.txt ,OfficeNote ,OfficeNotetextFiles ,success
3443298.txt ,OfficeNote ,OfficeNotetextFiles ,success
3443329.txt ,OfficeNote ,OfficeNotetextFiles ,success
3443454.txt ,OfficeNote ,OfficeNotetextFiles ,success
3444041.txt ,OfficeNote ,OfficeNotetextFiles ,success
3444073.txt ,OfficeNote ,OfficeNotetextFiles ,success
3444362.txt ,OfficeNote ,OfficeNotetextFiles ,success
3444607.txt ,OfficeNote ,OfficeNotetextFiles ,success
3444665.txt ,OfficeNote ,HospitalProgressNoteTextFiles ,failure
3444669.txt ,OfficeNote ,OfficeNotetextFiles ,success
3444988.txt ,OfficeNote ,OfficeNotetextFiles ,success
3445099.txt ,OfficeNote ,OfficeNotetextFiles ,success
3445185.txt ,OfficeNote ,OfficeNotetextFiles ,success
3445193.txt ,OfficeNote ,OfficeNotetextFiles ,success
3445195.txt ,OfficeNote ,OfficeNotetextFiles ,success
3445781.txt ,OfficeNote ,OfficeNotetextFiles ,success
3445800.txt ,OfficeNote ,OfficeNotetextFiles ,success
3446124.txt ,OfficeNote ,OfficeNotetextFiles ,success
3446163.txt ,OfficeNote ,OfficeNotetextFiles ,success
3446474.txt ,OfficeNote ,OfficeNotetextFiles ,success
3447231.txt ,OfficeNote ,OfficeNotetextFiles ,success
3447356.txt ,OfficeNote ,OfficeNotetextFiles ,success
3447419.txt ,OfficeNote ,OfficeNotetextFiles ,success
3447948.txt ,OfficeNote ,OfficeNotetextFiles ,success
3447949.txt ,OfficeNote ,OfficeNotetextFiles ,success
3448163.txt ,OfficeNote ,OfficeNotetextFiles ,success
3448165.txt ,OfficeNote ,OfficeNotetextFiles ,success
3448168.txt ,OfficeNote ,HospitalConsultsTextFiles ,failure
3448238.txt ,OfficeNote ,OfficeNotetextFiles ,success
3448335.txt ,OfficeNote ,OfficeNotetextFiles ,success
3448937.txt ,OfficeNote ,OfficeNotetextFiles ,success
3448962.txt ,OfficeNote ,OfficeNotetextFiles ,success
3449169.txt ,OfficeNote ,OfficeNotetextFiles ,success
3449188.txt ,OfficeNote ,OfficeNotetextFiles ,success
3449345.txt ,OfficeNote ,OfficeNotetextFiles ,success
3449745.txt ,OfficeNote ,OfficeNotetextFiles ,success
3450135.txt ,OfficeNote ,OfficeNotetextFiles ,success
3450229.txt ,OfficeNote ,OfficeNotetextFiles ,success
3450567.txt ,OfficeNote ,HospitalConsultsTextFiles ,failure
3450568.txt ,OfficeNote ,HospitalConsultsTextFiles ,failure
3450751.txt ,OfficeNote ,DME-CMN-FormTextFile ,failure
3450964.txt ,OfficeNote ,OfficeNotetextFiles ,success
3450986.txt ,OfficeNote ,OfficeNotetextFiles ,success
3451138.txt ,OfficeNote ,OfficeNotetextFiles ,success
3451153.txt ,OfficeNote ,OfficeNotetextFiles ,success
3451576.txt ,OfficeNote ,OfficeNotetextFiles ,success
3452247.txt ,OfficeNote ,OfficeNotetextFiles ,success
3452356.txt ,OfficeNote ,OfficeNotetextFiles ,success
3452376.txt ,OfficeNote ,OfficeNotetextFiles ,success
3452469.txt ,OfficeNote ,HospitalConsultsTextFiles ,failure
3452528.txt ,OfficeNote ,DME-CMN-FormTextFile ,failure
3452529.txt ,OfficeNote ,DME-CMN-FormTextFile ,failure
3453153.txt ,OfficeNote ,OfficeNotetextFiles ,success
3453275.txt ,OfficeNote ,OfficeNotetextFiles ,success
3453394.txt ,OfficeNote ,OfficeNotetextFiles ,success
3453405.txt ,OfficeNote ,HospitalConsultsTextFiles ,failure
3453534.txt ,OfficeNote ,OfficeNotetextFiles ,success
3453806.txt ,OfficeNote ,DME-CMN-FormTextFile ,failure
3453916.txt ,OfficeNote ,OfficeNotetextFiles ,success
3454458.txt ,OfficeNote ,OfficeNotetextFiles ,success
3454875.txt ,OfficeNote ,OfficeNotetextFiles ,success
3454876.txt ,OfficeNote ,DME-CMN-FormTextFile ,failure
3454879.txt ,OfficeNote ,OfficeNotetextFiles ,success
3454880.txt ,OfficeNote ,OfficeNotetextFiles ,success
3455371.txt ,OfficeNote ,OfficeNotetextFiles ,success
3455429.txt ,OfficeNote ,OfficeNotetextFiles ,success
3455596.txt ,OfficeNote ,OfficeNotetextFiles ,success
3455847.txt ,OfficeNote ,OfficeNotetextFiles ,success
3455980.txt ,OfficeNote ,DME-CMN-FormTextFile ,failure
3457185.txt ,OfficeNote ,OfficeNotetextFiles ,success
3457275.txt ,OfficeNote ,OfficeNotetextFiles ,success
3457408.txt ,OfficeNote ,OfficeNotetextFiles ,success
3457562.txt ,OfficeNote ,OfficeNotetextFiles ,success
3457638.txt ,OfficeNote ,OfficeNotetextFiles ,success
3457697.txt ,OfficeNote ,OfficeNotetextFiles ,success
3457715.txt ,OfficeNote ,HospitalProgressNoteTextFiles ,failure
3457923.txt ,OfficeNote ,HospitalConsultsTextFiles ,failure
3457990.txt ,OfficeNote ,HospitalProgressNoteTextFiles ,failure
3458178.txt ,OfficeNote ,OfficeNotetextFiles ,success
3458228.txt ,OfficeNote ,OfficeNotetextFiles ,success
3458427.txt ,OfficeNote ,HospitalProgressNoteTextFiles ,failure
3458705.txt ,OfficeNote ,OfficeNotetextFiles ,success
3458992.txt ,OfficeNote ,OfficeNotetextFiles ,success
3459190.txt ,OfficeNote ,OfficeNotetextFiles ,success
3459479.txt ,OfficeNote ,OfficeNotetextFiles ,success
3459818.txt ,OfficeNote ,OfficeNotetextFiles ,success
3459914.txt ,OfficeNote ,OfficeNotetextFiles ,success
3459984.txt ,OfficeNote ,OfficeNotetextFiles ,success
3460431.txt ,OfficeNote ,OfficeNotetextFiles ,success
3460441.txt ,OfficeNote ,OfficeNotetextFiles ,success
3460459.txt ,OfficeNote ,OfficeNotetextFiles ,success
3460753.txt ,OfficeNote ,OfficeNotetextFiles ,success
3460796.txt ,OfficeNote ,OfficeNotetextFiles ,success
3460889.txt ,OfficeNote ,OfficeNotetextFiles ,success
3461616.txt ,OfficeNote ,OfficeNotetextFiles ,success
3461864.txt ,OfficeNote ,OfficeNotetextFiles ,success
3461874.txt ,OfficeNote ,OfficeNotetextFiles ,success
3461875.txt ,OfficeNote ,OfficeNotetextFiles ,success
3461930.txt ,OfficeNote ,OfficeNotetextFiles ,success
3461944.txt ,OfficeNote ,OfficeNotetextFiles ,success
3462058.txt ,OfficeNote ,OfficeNotetextFiles ,success
3462059.txt ,OfficeNote ,OfficeNotetextFiles ,success
3462556.txt ,OfficeNote ,OfficeNotetextFiles ,success
3462577.txt ,OfficeNote ,OfficeNotetextFiles ,success
3462603.txt ,OfficeNote ,OfficeNotetextFiles ,success
3462809.txt ,OfficeNote ,OfficeNotetextFiles ,success
3462813.txt ,OfficeNote ,HospitalProgressNoteTextFiles ,failure
3462834.txt ,OfficeNote ,OfficeNotetextFiles ,success
3462871.txt ,OfficeNote ,HospitalConsultsTextFiles ,failure
3462881.txt ,OfficeNote ,OfficeNotetextFiles ,success
3463577.txt ,OfficeNote ,OfficeNotetextFiles ,success
3463589.txt ,OfficeNote ,OfficeNotetextFiles ,success
3463754.txt ,OfficeNote ,OfficeNotetextFiles ,success
3463764.txt ,OfficeNote ,OfficeNotetextFiles ,success
3464043.txt ,OfficeNote ,OfficeNotetextFiles ,success
3464480.txt ,OfficeNote ,OfficeNotetextFiles ,success
3464702.txt ,OfficeNote ,OfficeNotetextFiles ,success
3464720.txt ,OfficeNote ,OfficeNotetextFiles ,success
3464908.txt ,OfficeNote ,OfficeNotetextFiles ,success
3465123.txt ,OfficeNote ,OfficeNotetextFiles ,success
3465147.txt ,OfficeNote ,OfficeNotetextFiles ,success
3465150.txt ,OfficeNote ,OfficeNotetextFiles ,success
3465501.txt ,OfficeNote ,DME-CMN-FormTextFile ,failure
3465874.txt ,OfficeNote ,OfficeNotetextFiles ,success
3465887.txt ,OfficeNote ,OfficeNotetextFiles ,success
3466004.txt ,OfficeNote ,OfficeNotetextFiles ,success
3466049.txt ,OfficeNote ,OfficeNotetextFiles ,success
3466074.txt ,OfficeNote ,OfficeNotetextFiles ,success
3466296.txt ,OfficeNote ,OfficeNotetextFiles ,success
3466469.txt ,OfficeNote ,OfficeNotetextFiles ,success
3466477.txt ,OfficeNote ,OfficeNotetextFiles ,success
3466537.txt ,OfficeNote ,OfficeNotetextFiles ,success
3466669.txt ,OfficeNote ,OfficeNotetextFiles ,success
3466726.txt ,OfficeNote ,DME-CMN-FormTextFile ,failure
3466768.txt ,OfficeNote ,OfficeNotetextFiles ,success
3467011.txt ,OfficeNote ,OfficeNotetextFiles ,success
3467880.txt ,OfficeNote ,OfficeNotetextFiles ,success
3467943.txt ,OfficeNote ,OfficeNotetextFiles ,success
3468667.txt ,OfficeNote ,OfficeNotetextFiles ,success
3469438.txt ,OfficeNote ,OfficeNotetextFiles ,success
3469625.txt ,OfficeNote ,OfficeNotetextFiles ,success
3470031.txt ,OfficeNote ,HospitalConsultsTextFiles ,failure
3470062.txt ,OfficeNote ,HospitalConsultsTextFiles ,failure
3470212.txt ,OfficeNote ,OfficeNotetextFiles ,success
3470238.txt ,OfficeNote ,OfficeNotetextFiles ,success
3470268.txt ,OfficeNote ,OfficeNotetextFiles ,success
3470489.txt ,OfficeNote ,OfficeNotetextFiles ,success
3470497.txt ,OfficeNote ,OfficeNotetextFiles ,success
3470506.txt ,OfficeNote ,OfficeNotetextFiles ,success
3470507.txt ,OfficeNote ,OfficeNotetextFiles ,success
3470673.txt ,OfficeNote ,OfficeNotetextFiles ,success
3470675.txt ,OfficeNote ,OfficeNotetextFiles ,success
3470718.txt ,OfficeNote ,OfficeNotetextFiles ,success
3470896.txt ,OfficeNote ,OfficeNotetextFiles ,success
3470901.txt ,OfficeNote ,OfficeNotetextFiles ,success
3470946.txt ,OfficeNote ,OfficeNotetextFiles ,success
3470949.txt ,OfficeNote ,DME-CMN-FormTextFile ,failure
3471126.txt ,OfficeNote ,HospitalConsultsTextFiles ,failure
3471323.txt ,OfficeNote ,OfficeNotetextFiles ,success
3472468.txt ,OfficeNote ,OfficeNotetextFiles ,success
3472509.txt ,OfficeNote ,OfficeNotetextFiles ,success
3472666.txt ,OfficeNote ,OfficeNotetextFiles ,success
3472693.txt ,OfficeNote ,OfficeNotetextFiles ,success
3473554.txt ,OfficeNote ,OfficeNotetextFiles ,success
3473815.txt ,OfficeNote ,OfficeNotetextFiles ,success
3473951.txt ,OfficeNote ,OfficeNotetextFiles ,success
3474761.txt ,OfficeNote ,OfficeNotetextFiles ,success
3475451.txt ,OfficeNote ,OfficeNotetextFiles ,success
3475816.txt ,OfficeNote ,OfficeNotetextFiles ,success
3475823.txt ,OfficeNote ,OfficeNotetextFiles ,success
3476037.txt ,OfficeNote ,OfficeNotetextFiles ,success
3476063.txt ,OfficeNote ,OfficeNotetextFiles ,success
3476226.txt ,OfficeNote ,OfficeNotetextFiles ,success
3476876.txt ,OfficeNote ,OfficeNotetextFiles ,success
3477239.txt ,OfficeNote ,OfficeNotetextFiles ,success
3477432.txt ,OfficeNote ,OfficeNotetextFiles ,success
3477928.txt ,OfficeNote ,OfficeNotetextFiles ,success
3477929.txt ,OfficeNote ,OfficeNotetextFiles ,success
3478513.txt ,OfficeNote ,OfficeNotetextFiles ,success
3478839.txt ,OfficeNote ,OfficeNotetextFiles ,success
3478866.txt ,OfficeNote ,OfficeNotetextFiles ,success
3479210.txt ,OfficeNote ,OfficeNotetextFiles ,success
3479211.txt ,OfficeNote ,OfficeNotetextFiles ,success
3479212.txt ,OfficeNote ,OfficeNotetextFiles ,success
3479228.txt ,OfficeNote ,OfficeNotetextFiles ,success
3479298.txt ,OfficeNote ,OfficeNotetextFiles ,success
3480240.txt ,OfficeNote ,OfficeNotetextFiles ,success
3480703.txt ,OfficeNote ,OfficeNotetextFiles ,success
3480741.txt ,OfficeNote ,OfficeNotetextFiles ,success
3480798.txt ,OfficeNote ,OfficeNotetextFiles ,success
3481063.txt ,OfficeNote ,OfficeNotetextFiles ,success
3481069.txt ,OfficeNote ,OfficeNotetextFiles ,success
3481104.txt ,OfficeNote ,OfficeNotetextFiles ,success
3481275.txt ,OfficeNote ,OfficeNotetextFiles ,success
3481317.txt ,OfficeNote ,OfficeNotetextFiles ,success
3481499.txt ,OfficeNote ,OfficeNotetextFiles ,success
3481626.txt ,OfficeNote ,OfficeNotetextFiles ,success
3481702.txt ,OfficeNote ,OfficeNotetextFiles ,success
3481705.txt ,OfficeNote ,CTScanTextFile ,failure
3481707.txt ,OfficeNote ,CTScanTextFile ,failure
3481744.txt ,OfficeNote ,OfficeNotetextFiles ,success
3482049.txt ,OfficeNote ,OfficeNotetextFiles ,success
3482091.txt ,OfficeNote ,OfficeNotetextFiles ,success
3482329.txt ,OfficeNote ,OfficeNotetextFiles ,success
3482365.txt ,OfficeNote ,OfficeNotetextFiles ,success
3482395.txt ,OfficeNote ,OfficeNotetextFiles ,success
3482884.txt ,OfficeNote ,OfficeNotetextFiles ,success
3483116.txt ,OfficeNote ,OfficeNotetextFiles ,success
3483653.txt ,OfficeNote ,OfficeNotetextFiles ,success
3483890.txt ,OfficeNote ,OfficeNotetextFiles ,success
3483900.txt ,OfficeNote ,OfficeNotetextFiles ,success
3483921.txt ,OfficeNote ,OfficeNotetextFiles ,success
3484144.txt ,OfficeNote ,OfficeNotetextFiles ,success
3485175.txt ,OfficeNote ,OfficeNotetextFiles ,success
3485186.txt ,OfficeNote ,OfficeNotetextFiles ,success
3487080.txt ,OfficeNote ,HospitalConsultsTextFiles ,failure
3487966.txt ,OfficeNote ,OfficeNotetextFiles ,success
3488014.txt ,OfficeNote ,OfficeNotetextFiles ,success
3488021.txt ,OfficeNote ,OfficeNotetextFiles ,success
3488046.txt ,OfficeNote ,OfficeNotetextFiles ,success
3488880.txt ,OfficeNote ,OfficeNotetextFiles ,success
3489104.txt ,OfficeNote ,OfficeNotetextFiles ,success
3489239.txt ,OfficeNote ,OfficeNotetextFiles ,success
3489765.txt ,OfficeNote ,OfficeNotetextFiles ,success
3490169.txt ,OfficeNote ,OfficeNotetextFiles ,success
3490194.txt ,OfficeNote ,DME-CMN-FormTextFile ,failure
3490282.txt ,OfficeNote ,OfficeNotetextFiles ,success
3490333.txt ,OfficeNote ,OfficeNotetextFiles ,success
3490600.txt ,OfficeNote ,OfficeNotetextFiles ,success
3491177.txt ,OfficeNote ,OfficeNotetextFiles ,success
3491315.txt ,OfficeNote ,OfficeNotetextFiles ,success
3491317.txt ,OfficeNote ,OfficeNotetextFiles ,success
3491334.txt ,OfficeNote ,OfficeNotetextFiles ,success
3491517.txt ,OfficeNote ,OfficeNotetextFiles ,success
3492319.txt ,OfficeNote ,OfficeNotetextFiles ,success
3492760.txt ,OfficeNote ,OfficeNotetextFiles ,success
3492913.txt ,OfficeNote ,OfficeNotetextFiles ,success
3493783.txt ,OfficeNote ,OfficeNotetextFiles ,success
3494135.txt ,OfficeNote ,OfficeNotetextFiles ,success
3494145.txt ,OfficeNote ,OfficeNotetextFiles ,success
3494444.txt ,OfficeNote ,OfficeNotetextFiles ,success
3494688.txt ,OfficeNote ,OfficeNotetextFiles ,success
3495101.txt ,OfficeNote ,OfficeNotetextFiles ,success
3495152.txt ,OfficeNote ,OfficeNotetextFiles ,success
3495202.txt ,OfficeNote ,OfficeNotetextFiles ,success
3495218.txt ,OfficeNote ,OfficeNotetextFiles ,success
3495260.txt ,OfficeNote ,OfficeNotetextFiles ,success
3495606.txt ,OfficeNote ,OfficeNotetextFiles ,success
3495716.txt ,OfficeNote ,OfficeNotetextFiles ,success
3495731.txt ,OfficeNote ,OfficeNotetextFiles ,success
3495857.txt ,OfficeNote ,OfficeNotetextFiles ,success
3495866.txt ,OfficeNote ,OfficeNotetextFiles ,success
3496043.txt ,OfficeNote ,OfficeNotetextFiles ,success
3496052.txt ,OfficeNote ,OfficeNotetextFiles ,success
3496055.txt ,OfficeNote ,OfficeNotetextFiles ,success
3496157.txt ,OfficeNote ,OfficeNotetextFiles ,success
3496181.txt ,OfficeNote ,OfficeNotetextFiles ,success
3496287.txt ,OfficeNote ,OfficeNotetextFiles ,success
3496292.txt ,OfficeNote ,OfficeNotetextFiles ,success
3496962.txt ,OfficeNote ,OfficeNotetextFiles ,success
3496984.txt ,OfficeNote ,OfficeNotetextFiles ,success
3496991.txt ,OfficeNote ,OfficeNotetextFiles ,success
3497152.txt ,OfficeNote ,OfficeNotetextFiles ,success
3497203.txt ,OfficeNote ,OfficeNotetextFiles ,success
3497275.txt ,OfficeNote ,OfficeNotetextFiles ,success
3497347.txt ,OfficeNote ,OfficeNotetextFiles ,success
3497869.txt ,OfficeNote ,OfficeNotetextFiles ,success
3498216.txt ,OfficeNote ,OfficeNotetextFiles ,success
3498220.txt ,OfficeNote ,OfficeNotetextFiles ,success
3498410.txt ,OfficeNote ,OfficeNotetextFiles ,success
3498486.txt ,OfficeNote ,OfficeNotetextFiles ,success
3498544.txt ,OfficeNote ,OfficeNotetextFiles ,success
3498563.txt ,OfficeNote ,OfficeNotetextFiles ,success
3499491.txt ,OfficeNote ,OfficeNotetextFiles ,success
3499721.txt ,OfficeNote ,OfficeNotetextFiles ,success
3499896.txt ,OfficeNote ,OfficeNotetextFiles ,success
3499897.txt ,OfficeNote ,OfficeNotetextFiles ,success
3499900.txt ,OfficeNote ,OfficeNotetextFiles ,success
3499901.txt ,OfficeNote ,OfficeNotetextFiles ,success
3499903.txt ,OfficeNote ,OfficeNotetextFiles ,success
3500197.txt ,OfficeNote ,OfficeNotetextFiles ,success
3500405.txt ,OfficeNote ,OfficeNotetextFiles ,success
3500478.txt ,OfficeNote ,OfficeNotetextFiles ,success
3500492.txt ,OfficeNote ,OfficeNotetextFiles ,success
3500510.txt ,OfficeNote ,OfficeNotetextFiles ,success
3500590.txt ,OfficeNote ,OfficeNotetextFiles ,success
3500618.txt ,OfficeNote ,OfficeNotetextFiles ,success
3500687.txt ,OfficeNote ,OfficeNotetextFiles ,success
3500881.txt ,OfficeNote ,OfficeNotetextFiles ,success
3501605.txt ,OfficeNote ,OfficeNotetextFiles ,success
3501906.txt ,OfficeNote ,OfficeNotetextFiles ,success
3501994.txt ,OfficeNote ,OfficeNotetextFiles ,success
3502646.txt ,OfficeNote ,OfficeNotetextFiles ,success
3502930.txt ,OfficeNote ,OfficeNotetextFiles ,success
3502967.txt ,OfficeNote ,OfficeNotetextFiles ,success
3503143.txt ,OfficeNote ,OfficeNotetextFiles ,success
3503289.txt ,OfficeNote ,OfficeNotetextFiles ,success
3503397.txt ,OfficeNote ,OfficeNotetextFiles ,success
3503399.txt ,OfficeNote ,OfficeNotetextFiles ,success
3503400.txt ,OfficeNote ,OfficeNotetextFiles ,success
3503652.txt ,OfficeNote ,OfficeNotetextFiles ,success
3503711.txt ,OfficeNote ,OfficeNotetextFiles ,success
3504125.txt ,OfficeNote ,OfficeNotetextFiles ,success
3504194.txt ,OfficeNote ,OfficeNotetextFiles ,success
3504278.txt ,OfficeNote ,OfficeNotetextFiles ,success
3504288.txt ,OfficeNote ,OfficeNotetextFiles ,success
3504312.txt ,OfficeNote ,OfficeNotetextFiles ,success
3504332.txt ,OfficeNote ,OfficeNotetextFiles ,success
3504431.txt ,OfficeNote ,OfficeNotetextFiles ,success
3504596.txt ,OfficeNote ,OfficeNotetextFiles ,success
3505076.txt ,OfficeNote ,OfficeNotetextFiles ,success
3505092.txt ,OfficeNote ,OfficeNotetextFiles ,success
3505263.txt ,OfficeNote ,OfficeNotetextFiles ,success
3505430.txt ,OfficeNote ,OfficeNotetextFiles ,success
3505441.txt ,OfficeNote ,OfficeNotetextFiles ,success
3505443.txt ,OfficeNote ,OfficeNotetextFiles ,success
3505446.txt ,OfficeNote ,OfficeNotetextFiles ,success
3505447.txt ,OfficeNote ,OfficeNotetextFiles ,success
3505969.txt ,OfficeNote ,OfficeNotetextFiles ,success
3506150.txt ,OfficeNote ,OfficeNotetextFiles ,success
3506156.txt ,OfficeNote ,OfficeNotetextFiles ,success
3506254.txt ,OfficeNote ,OfficeNotetextFiles ,success
3506343.txt ,OfficeNote ,OfficeNotetextFiles ,success
3506729.txt ,OfficeNote ,OfficeNotetextFiles ,success
3507088.txt ,OfficeNote ,OfficeNotetextFiles ,success
3507287.txt ,OfficeNote ,OfficeNotetextFiles ,success
3507410.txt ,OfficeNote ,OfficeNotetextFiles ,success
3507466.txt ,OfficeNote ,OfficeNotetextFiles ,success
3507876.txt ,OfficeNote ,OfficeNotetextFiles ,success
3507983.txt ,OfficeNote ,OfficeNotetextFiles ,success
3508205.txt ,OfficeNote ,OfficeNotetextFiles ,success
3508965.txt ,OfficeNote ,OfficeNotetextFiles ,success
3509047.txt ,OfficeNote ,OfficeNotetextFiles ,success
3509169.txt ,OfficeNote ,OfficeNotetextFiles ,success
3509200.txt ,OfficeNote ,OfficeNotetextFiles ,success
3509592.txt ,OfficeNote ,OfficeNotetextFiles ,success
3509595.txt ,OfficeNote ,OfficeNotetextFiles ,success
3509598.txt ,OfficeNote ,OfficeNotetextFiles ,success
3510061.txt ,OfficeNote ,OfficeNotetextFiles ,success
3510207.txt ,OfficeNote ,OfficeNotetextFiles ,success
3510436.txt ,OfficeNote ,OfficeNotetextFiles ,success
3510709.txt ,OfficeNote ,OfficeNotetextFiles ,success
3510768.txt ,OfficeNote ,OfficeNotetextFiles ,success
3511657.txt ,OfficeNote ,OfficeNotetextFiles ,success
3511746.txt ,OfficeNote ,OfficeNotetextFiles ,success
3511857.txt ,OfficeNote ,OfficeNotetextFiles ,success
3512080.txt ,OfficeNote ,OfficeNotetextFiles ,success
3512252.txt ,OfficeNote ,OfficeNotetextFiles ,success
3512253.txt ,OfficeNote ,OfficeNotetextFiles ,success
3512254.txt ,OfficeNote ,DME-CMN-FormTextFile ,failure
3512255.txt ,OfficeNote ,CTScanTextFile ,failure
